Tid	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	6.29921200	8.66141700
0.03060800	6.29921200	8.66141700
0.06121600	6.29921200	8.66141700
0.09182400	6.29921200	8.66141700
0.12243200	6.22047200	8.66141700
0.15304000	6.22047200	8.66141700
0.18364800	6.22047200	8.58267700
0.21425600	6.14173200	8.66141700
0.24486400	6.06299200	8.58267700
0.27547200	6.14173200	8.58267700
0.30608000	6.06299200	8.58267700
0.33668800	6.06299200	8.58267700
0.36729600	6.06299200	8.58267700
0.39790400	5.98425200	8.58267700
0.42851200	5.98425200	8.58267700
0.45912000	5.90551200	8.58267700
0.48972800	5.90551200	8.58267700
0.52033600	5.90551200	8.58267700
0.55094400	5.82677200	8.58267700
0.58155200	5.82677200	8.58267700
0.61216000	5.74803200	8.58267700
0.64276800	5.74803200	8.58267700
0.67337600	5.74803200	8.50393700
0.70398400	5.66929100	8.50393700
0.73459200	5.66929100	8.50393700
0.76520000	5.59055100	8.50393700
0.79580800	5.59055100	8.50393700
0.82641600	5.59055100	8.50393700
0.85702400	5.51181100	8.50393700
0.88763200	5.51181100	8.50393700
0.91824000	5.43307100	8.50393700
0.94884800	5.43307100	8.50393700
0.97945600	5.35433100	8.50393700
1.01006400	5.35433100	8.50393700
1.04067200	5.27559000	8.50393700
1.07128000	5.27559000	8.50393700
1.10188800	5.27559000	8.50393700
1.13249600	5.19685000	8.50393700
1.16310400	5.19685000	8.42519700
1.19371200	5.11811000	8.50393700
1.22432000	5.11811000	8.42519700
1.25492800	5.11811000	8.42519700
1.28553600	5.03937000	8.42519700
1.31614400	4.96063000	8.42519700
1.34675200	4.96063000	8.42519700
1.37736000	4.96063000	8.42519700
1.40796800	4.88189000	8.42519700
1.43857600	4.88189000	8.42519700
1.46918400	4.80315000	8.42519700
1.49979200	4.80315000	8.42519700
1.53040000	4.72441000	8.42519700
1.56100800	4.72441000	8.42519700
1.59161600	4.72441000	8.42519700
1.62222400	4.64566900	8.42519700
1.65283200	4.64566900	8.34645700
1.68344000	4.56692900	8.42519700
1.71404800	4.56692900	8.34645700
1.74465601	4.56692900	8.34645700
1.77526401	4.48818900	8.34645700
1.80587201	4.48818900	8.34645700
1.83648001	4.40944900	8.34645700
1.86708801	4.40944900	8.34645700
1.89769601	4.33070900	8.34645700
1.92830401	4.33070900	8.34645700
1.95891201	4.33070900	8.34645700
1.98952001	4.33070900	8.34645700
2.02012801	4.25196800	8.34645700
2.05073601	4.25196800	8.34645700
2.08134401	4.17322800	8.34645700
2.11195201	4.17322800	8.34645700
2.14256001	4.17322800	8.34645700
2.17316801	4.17322800	8.34645700
2.20377601	4.09448800	8.26771600
2.23438401	4.09448800	8.34645700
2.26499201	4.09448800	8.26771600
2.29560001	4.01574800	8.26771600
2.32620801	4.01574800	8.26771600
2.35681601	4.01574800	8.26771600
2.38742401	3.93700800	8.26771600
2.41803201	3.93700800	8.26771600
2.44864001	3.93700800	8.26771600
2.47924801	3.93700800	8.26771600
2.50985601	3.85826800	8.26771600
2.54046401	3.85826800	8.26771600
2.57107201	3.85826800	8.26771600
2.60168001	3.77952800	8.26771600
2.63228801	3.77952800	8.26771600
2.66289601	3.77952800	8.18897600
2.69350401	3.77952800	8.18897600
2.72411201	3.70078700	8.26771600
2.75472001	3.70078700	8.18897600
2.78532801	3.70078700	8.18897600
2.81593601	3.70078700	8.18897600
2.84654401	3.62204700	8.18897600
2.87715201	3.62204700	8.18897600
2.90776001	3.62204700	8.18897600
2.93836801	3.62204700	8.18897600
2.96897601	3.62204700	8.18897600
2.99958401	3.54330700	8.18897600
3.03019201	3.54330700	8.18897600
3.06080001	3.54330700	8.18897600
3.09140801	3.46456700	8.18897600
3.12201601	3.46456700	8.18897600
3.15262401	3.46456700	8.11023600
3.18323201	3.38582700	8.11023600
3.21384001	3.38582700	8.11023600
3.24444801	3.38582700	8.11023600
3.27505601	3.38582700	8.11023600
3.30566401	3.30708700	8.11023600
3.33627201	3.30708700	8.11023600
3.36688001	3.30708700	8.11023600
3.39748801	3.30708700	8.11023600
3.42809601	3.22834600	8.11023600
3.45870401	3.22834600	8.11023600
3.48931201	3.14960600	8.11023600
3.51992001	3.22834600	8.11023600
3.55052801	3.14960600	8.11023600
3.58113601	3.07086600	8.11023600
3.61174401	3.07086600	8.03149600
3.64235201	3.07086600	8.03149600
3.67296001	3.07086600	8.03149600
3.70356801	3.07086600	8.03149600
3.73417601	2.99212600	8.03149600
3.76478401	2.99212600	8.03149600
3.79539201	2.91338600	8.03149600
3.82600001	2.91338600	8.03149600
