Tid	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	5.03937000	3.22834600
0.03060800	5.03937000	3.22834600
0.06121600	5.03937000	3.22834600
0.09182400	5.03937000	3.22834600
0.12243200	5.03937000	3.22834600
0.15304000	5.03937000	3.22834600
0.18364800	5.03937000	3.22834600
0.21425600	5.03937000	3.30708700
0.24486400	5.03937000	3.30708700
0.27547200	5.03937000	3.30708700
0.30608000	5.03937000	3.30708700
0.33668800	5.03937000	3.30708700
0.36729600	5.03937000	3.30708700
0.39790400	5.03937000	3.30708700
0.42851200	5.03937000	3.30708700
0.45912000	5.03937000	3.30708700
0.48972800	5.03937000	3.30708700
0.52033600	5.03937000	3.30708700
0.55094400	5.03937000	3.30708700
0.58155200	5.03937000	3.30708700
0.61216000	5.03937000	3.30708700
0.64276800	5.03937000	3.38582700
0.67337600	5.03937000	3.30708700
0.70398400	5.03937000	3.38582700
0.73459200	5.03937000	3.38582700
0.76520000	5.03937000	3.38582700
0.79580800	5.03937000	3.38582700
0.82641600	5.03937000	3.38582700
0.85702400	5.03937000	3.38582700
0.88763200	5.03937000	3.38582700
0.91824000	5.03937000	3.38582700
0.94884800	5.03937000	3.38582700
0.97945600	5.03937000	3.38582700
1.01006400	5.03937000	3.38582700
1.04067200	5.03937000	3.38582700
1.07128000	5.03937000	3.38582700
1.10188800	5.03937000	3.38582700
1.13249600	5.03937000	3.46456700
1.16310400	5.03937000	3.38582700
1.19371200	5.03937000	3.46456700
1.22432000	5.03937000	3.46456700
1.25492800	5.03937000	3.46456700
1.28553600	5.03937000	3.46456700
1.31614400	5.03937000	3.46456700
1.34675200	5.03937000	3.46456700
1.37736000	5.03937000	3.46456700
1.40796800	5.03937000	3.46456700
1.43857600	5.03937000	3.46456700
1.46918400	4.96063000	3.46456700
1.49979200	5.03937000	3.46456700
1.53040000	4.96063000	3.46456700
1.56100800	5.03937000	3.54330700
1.59161600	5.03937000	3.54330700
1.62222400	4.96063000	3.54330700
1.65283200	4.96063000	3.54330700
1.68344000	4.96063000	3.54330700
1.71404800	4.96063000	3.54330700
1.74465601	4.96063000	3.54330700
1.77526401	4.96063000	3.54330700
1.80587201	4.96063000	3.54330700
1.83648001	4.96063000	3.54330700
1.86708801	4.96063000	3.54330700
1.89769601	4.96063000	3.54330700
1.92830401	4.96063000	3.54330700
1.95891201	4.88189000	3.54330700
1.98952001	4.96063000	3.54330700
2.02012801	4.88189000	3.54330700
2.05073601	4.96063000	3.54330700
2.08134401	4.96063000	3.54330700
2.11195201	4.88189000	3.62204700
2.14256001	4.88189000	3.62204700
2.17316801	4.88189000	3.62204700
2.20377601	4.88189000	3.62204700
2.23438401	4.88189000	3.62204700
2.26499201	4.88189000	3.62204700
2.29560001	4.88189000	3.62204700
2.32620801	4.88189000	3.62204700
2.35681601	4.88189000	3.62204700
2.38742401	4.80315000	3.62204700
2.41803201	4.80315000	3.62204700
2.44864001	4.80315000	3.62204700
2.47924801	4.88189000	3.62204700
2.50985601	4.80315000	3.62204700
2.54046401	4.80315000	3.70078700
2.57107201	4.80315000	3.62204700
2.60168001	4.80315000	3.70078700
2.63228801	4.80315000	3.70078700
2.66289601	4.80315000	3.70078700
2.69350401	4.80315000	3.70078700
2.72411201	4.80315000	3.70078700
2.75472001	4.72441000	3.70078700
2.78532801	4.80315000	3.70078700
2.81593601	4.72441000	3.70078700
2.84654401	4.72441000	3.70078700
2.87715201	4.72441000	3.70078700
2.90776001	4.72441000	3.70078700
2.93836801	4.72441000	3.70078700
2.96897601	4.72441000	3.70078700
2.99958401	4.72441000	3.70078700
3.03019201	4.72441000	3.70078700
3.06080001	4.64566900	3.77952800
3.09140801	4.64566900	3.77952800
3.12201601	4.64566900	3.77952800
3.15262401	4.64566900	3.77952800
3.18323201	4.64566900	3.77952800
3.21384001	4.64566900	3.77952800
3.24444801	4.64566900	3.77952800
3.27505601	4.64566900	3.77952800
3.30566401	4.64566900	3.77952800
3.33627201	4.56692900	3.77952800
3.36688001	4.56692900	3.77952800
3.39748801	4.56692900	3.77952800
3.42809601	4.56692900	3.77952800
3.45870401	4.56692900	3.77952800
3.48931201	4.56692900	3.85826800
3.51992001	4.56692900	3.77952800
3.55052801	4.56692900	3.85826800
3.58113601	4.56692900	3.85826800
3.61174401	4.48818900	3.85826800
3.64235201	4.48818900	3.85826800
3.67296001	4.48818900	3.85826800
3.70356801	4.48818900	3.85826800
3.73417601	4.48818900	3.85826800
3.76478401	4.48818900	3.85826800
3.79539201	4.48818900	3.85826800
3.82600001	4.48818900	3.85826800
