Frekvens	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	0.23622050	1.33858300
0.01224000	0.23622050	1.33858300
0.02448000	0.31496060	1.33858300
0.03672000	0.23622050	1.33858300
0.04896000	0.23622050	1.33858300
0.06120000	0.31496060	1.33858300
0.07344000	0.31496060	1.33858300
0.08568000	0.31496060	1.33858300
0.09792000	0.31496060	1.33858300
0.11016000	0.31496060	1.33858300
0.12240000	0.31496060	1.33858300
0.13464000	0.31496060	1.33858300
0.14688000	0.31496060	1.33858300
0.15912000	0.31496060	1.33858300
0.17136000	0.31496060	1.33858300
0.18360000	0.39370080	1.33858300
0.19584000	0.31496060	1.33858300
0.20807999	0.39370080	1.33858300
0.22031999	0.39370080	1.33858300
0.23255999	0.39370080	1.33858300
0.24479999	0.39370080	1.33858300
0.25703999	0.39370080	1.33858300
0.26927999	0.39370080	1.33858300
0.28151999	0.39370080	1.41732300
0.29375999	0.39370080	1.33858300
0.30599999	0.39370080	1.33858300
0.31823999	0.39370080	1.33858300
0.33047999	0.47244100	1.41732300
0.34271999	0.39370080	1.33858300
0.35495999	0.47244100	1.41732300
0.36719999	0.47244100	1.33858300
0.37943999	0.47244100	1.41732300
0.39167999	0.47244100	1.33858300
0.40391999	0.47244100	1.41732300
0.41615999	0.47244100	1.41732300
0.42839999	0.47244100	1.41732300
0.44063999	0.47244100	1.41732300
0.45287999	0.55118110	1.41732300
0.46511999	0.55118110	1.41732300
0.47735999	0.55118110	1.41732300
0.48959999	0.55118110	1.41732300
0.50183999	0.55118110	1.41732300
0.51407999	0.55118110	1.41732300
0.52631999	0.55118110	1.41732300
0.53855999	0.55118110	1.41732300
0.55079999	0.55118110	1.41732300
0.56303999	0.62992130	1.41732300
0.57527999	0.62992130	1.41732300
0.58751999	0.62992130	1.41732300
0.59975999	0.62992130	1.41732300
0.61199999	0.62992130	1.41732300
0.62423998	0.62992130	1.41732300
0.63647998	0.62992130	1.41732300
0.64871998	0.62992130	1.41732300
0.66095998	0.62992130	1.41732300
0.67319998	0.62992130	1.41732300
0.68543998	0.70866140	1.41732300
0.69767998	0.70866140	1.41732300
0.70991998	0.70866140	1.41732300
0.72215998	0.70866140	1.41732300
0.73439998	0.70866140	1.41732300
0.74663998	0.70866140	1.41732300
0.75887998	0.70866140	1.41732300
0.77111998	0.78740160	1.41732300
0.78335998	0.78740160	1.41732300
0.79559998	0.78740160	1.41732300
0.80783998	0.78740160	1.41732300
0.82007998	0.78740160	1.41732300
0.83231998	0.78740160	1.41732300
0.84455998	0.78740160	1.41732300
0.85679998	0.78740160	1.41732300
0.86903998	0.86614170	1.49606300
0.88127998	0.86614170	1.41732300
0.89351998	0.86614170	1.49606300
0.90575998	0.86614170	1.49606300
0.91799998	0.86614170	1.49606300
0.93023998	0.86614170	1.49606300
0.94247998	0.86614170	1.41732300
0.95471998	0.86614170	1.49606300
0.96695998	0.86614170	1.49606300
0.97919998	0.94488190	1.49606300
0.99143998	0.94488190	1.49606300
1.00367998	0.94488190	1.49606300
1.01591998	0.94488190	1.49606300
1.02815998	0.94488190	1.49606300
1.04039997	0.94488190	1.49606300
1.05263997	1.02362200	1.49606300
1.06487997	1.02362200	1.49606300
1.07711997	1.02362200	1.49606300
1.08935997	1.02362200	1.49606300
1.10159997	1.02362200	1.49606300
1.11383997	1.02362200	1.49606300
1.12607997	1.02362200	1.49606300
1.13831997	1.02362200	1.49606300
1.15055997	1.10236200	1.49606300
1.16279997	1.10236200	1.49606300
1.17503997	1.10236200	1.49606300
1.18727997	1.10236200	1.49606300
1.19951997	1.10236200	1.49606300
1.21175997	1.10236200	1.49606300
1.22399997	1.10236200	1.49606300
1.23623997	1.18110200	1.49606300
1.24847997	1.18110200	1.49606300
1.26071997	1.18110200	1.49606300
1.27295997	1.18110200	1.49606300
1.28519997	1.18110200	1.49606300
1.29743997	1.18110200	1.49606300
1.30967997	1.18110200	1.49606300
1.32191997	1.18110200	1.49606300
1.33415997	1.25984300	1.49606300
1.34639997	1.25984300	1.49606300
1.35863997	1.25984300	1.57480300
1.37087997	1.25984300	1.49606300
1.38311997	1.25984300	1.57480300
1.39535997	1.25984300	1.49606300
1.40759997	1.33858300	1.57480300
1.41983997	1.33858300	1.49606300
1.43207997	1.33858300	1.57480300
1.44431997	1.33858300	1.49606300
1.45655996	1.33858300	1.57480300
1.46879996	1.33858300	1.57480300
1.48103996	1.33858300	1.57480300
1.49327996	1.41732300	1.49606300
1.50551996	1.41732300	1.57480300
1.51775996	1.41732300	1.49606300
1.52999996	1.41732300	1.57480300
