Tid	Kanal A	Kanal B
(s)	(V)	(V)

0.00000000	0.39370080	8.81889700
0.00006120	0.47244100	8.81889700
0.00012240	0.47244100	8.81889700
0.00018360	0.47244100	8.81889700
0.00024480	0.47244100	8.81889700
0.00030600	0.55118110	8.81889700
0.00036720	0.55118110	8.81889700
0.00042840	0.55118110	8.74015700
0.00048960	0.55118110	8.74015700
0.00055080	0.62992130	8.74015700
0.00061200	0.62992130	8.74015700
0.00067320	0.62992130	8.74015700
0.00073440	0.62992130	8.74015700
0.00079560	0.70866140	8.74015700
0.00085680	0.70866140	8.74015700
0.00091800	0.78740160	8.74015700
0.00097920	0.78740160	8.74015700
0.00104040	0.78740160	8.66141700
0.00110160	0.86614170	8.66141700
0.00116280	0.86614170	8.66141700
0.00122400	0.94488190	8.66141700
0.00128520	0.94488190	8.66141700
0.00134640	1.02362200	8.66141700
0.00140760	1.02362200	8.66141700
0.00146880	1.10236200	8.66141700
0.00153000	1.18110200	8.58267700
0.00159120	1.18110200	8.58267700
0.00165240	1.25984300	8.58267700
0.00171360	1.25984300	8.58267700
0.00177480	1.33858300	8.58267700
0.00183600	1.41732300	8.58267700
0.00189720	1.41732300	8.58267700
0.00195840	1.49606300	8.58267700
0.00201960	1.57480300	8.58267700
0.00208080	1.57480300	8.58267700
0.00214200	1.65354300	8.50393700
0.00220320	1.73228300	8.50393700
0.00226440	1.73228300	8.50393700
0.00232560	1.81102400	8.50393700
0.00238680	1.88976400	8.50393700
0.00244800	1.88976400	8.50393700
0.00250920	1.96850400	8.50393700
0.00257040	2.04724400	8.50393700
0.00263160	2.04724400	8.42519700
0.00269280	2.12598400	8.42519700
0.00275400	2.20472400	8.42519700
0.00281520	2.28346500	8.42519700
0.00287640	2.28346500	8.42519700
0.00293760	2.36220500	8.42519700
0.00299880	2.44094500	8.42519700
0.00306000	2.51968500	8.42519700
0.00312120	2.51968500	8.42519700
0.00318240	2.59842500	8.34645700
0.00324360	2.67716500	8.34645700
0.00330480	2.75590500	8.42519700
0.00336600	2.75590500	8.34645700
0.00342720	2.83464600	8.34645700
0.00348840	2.91338600	8.34645700
0.00354960	2.99212600	8.34645700
0.00361080	2.99212600	8.26771600
0.00367200	3.07086600	8.34645700
0.00373320	3.14960600	8.26771600
0.00379440	3.14960600	8.26771600
0.00385560	3.22834600	8.26771600
0.00391680	3.30708700	8.26771600
0.00397800	3.38582700	8.26771600
0.00403920	3.46456700	8.26771600
0.00410040	3.46456700	8.26771600
0.00416160	3.54330700	8.26771600
0.00422280	3.62204700	8.26771600
0.00428400	3.62204700	8.26771600
0.00434520	3.70078700	8.18897600
0.00440640	3.77952800	8.18897600
0.00446760	3.85826800	8.18897600
0.00452880	3.93700800	8.18897600
0.00459000	4.01574800	8.18897600
0.00465120	4.09448800	8.18897600
0.00471240	4.17322800	8.18897600
0.00477360	4.17322800	8.18897600
0.00483480	4.25196800	8.11023600
0.00489600	4.33070900	8.18897600
0.00495720	4.40944900	8.11023600
0.00501840	4.48818900	8.11023600
0.00507960	4.56692900	8.11023600
0.00514080	4.64566900	8.11023600
0.00520200	4.72441000	8.11023600
